
  ZVR, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  9.00000000000E+03     ; 1.00000000000E+08   ; Hz                  ; 2001      ; S11           ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  S                     ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reS11        ; imS11         
   7.08561895712E+04;  1.00397      ; 0.0468282    
   7.11869969328E+04;  1.00464      ; 0.0460978    
   7.15193487397E+04;  1.00475      ; 0.0462463    
   7.18532522024E+04;  1.00478      ; 0.045131     
   7.21887145654E+04;  1.00492      ; 0.0445613    
   7.25257431065E+04;  1.00422      ; 0.0449734    
   7.28643451378E+04;  1.00506      ; 0.0438395    
   7.32045280056E+04;  1.00482      ; 0.0443047    
   7.35462990902E+04;  1.00435      ; 0.0431685    
   7.38896658067E+04;  1.00393      ; 0.0427224    
   7.42346356045E+04;  1.00465      ; 0.0422751    
   7.45812159681E+04;  1.00431      ; 0.0424657    
   7.49294144166E+04;  1.00405      ; 0.0421596    
   7.52792385045E+04;  1.00483      ; 0.0408833    
   7.56306958213E+04;  1.00461      ; 0.040875     
   7.59837939923E+04;  1.00466      ; 0.0405729    
   7.63385406780E+04;  1.00451      ; 0.0406685    
   7.66949435749E+04;  1.00468      ; 0.0403326    
   7.70530104154E+04;  1.00497      ; 0.0389438    
   7.74127489679E+04;  1.00445      ; 0.0392153    
   7.77741670373E+04;  1.00492      ; 0.0386136    
   7.81372724647E+04;  1.00495      ; 0.0382866    
   7.85020731278E+04;  1.00493      ; 0.0383125    
   7.88685769413E+04;  1.0046       ; 0.0375148    
   7.92367918567E+04;  1.00501      ; 0.037082     
   7.96067258626E+04;  1.00497      ; 0.0370793    
   7.99783869850E+04;  1.00488      ; 0.0366752    
   8.03517832873E+04;  1.00517      ; 0.0362763    
   8.07269228706E+04;  1.00523      ; 0.0360826    
   8.11038138737E+04;  1.00509      ; 0.0356733    
   8.14824644734E+04;  1.00481      ; 0.0349215    
   8.18628828850E+04;  1.00509      ; 0.0345249    
   8.22450773618E+04;  1.0052       ; 0.0340217    
   8.26290561956E+04;  1.00541      ; 0.0340717    
   8.30148277173E+04;  1.00514      ; 0.0334781    
   8.34024002962E+04;  1.00519      ; 0.0333052    
   8.37917823411E+04;  1.0047       ; 0.0330742    
   8.41829822999E+04;  1.00512      ; 0.0325387    
   8.45760086598E+04;  1.0051       ; 0.0321688    
   8.49708699478E+04;  1.00546      ; 0.0317139    
   8.53675747306E+04;  1.0051       ; 0.0316246    
   8.57661316150E+04;  1.00492      ; 0.0309189    
   8.61665492480E+04;  1.00456      ; 0.0306554    
   8.65688363169E+04;  1.00454      ; 0.0304866    
   8.69730015494E+04;  1.00455      ; 0.0301802    
